gvkey,tic,cik,conm
011094,VMI,0000102729,VALMONT INDUSTRIES INC
011095,VLIF,0000276206,VALOR INVESTMENT FUND INC
011096,VAL.1,0000102741,VALSPAR CORP
011097,VTEC.,0000102743,VALTEC CORP
011098,VALT.1,0000102744,VALTEK INC
011099,VALU,0000717720,VALUE LINE INC
011100,2821B,0000102867,VAN DER HOUT ASSOCIATES LTD
011100,8962B,0000102867,VAN DER HOUT ASSOCIATES LTD
011101,VDC.2,0000102883,VAN DORN CO
011102,VAND,0000103124,VAN DUSEN AIR INC
011103,3PRER,,PRECISION RESOURCES INC
011104,VANS.,0000102961,VAN SCHAACK & CO
011105,VCA.2,,VANADIUM CORP
011106,VERY.1,0001083523,VANDERBILT ENERGY CORP
011107,3VAGOE,0000102854,VANDERBILT GOLD CORP
011108,1458B,0000102906,VANGUARD DIVERSIFIED INC
011109,3VANZ,0000718432,VANZETTI SYSTEMS INC
011110,VAPO.1,0000102986,VAPOR CORP
011111,VAPR.,0000102987,VAPORTECH CORP
011112,1423B,0000102989,VARADYNE INDUSTRIES INC
011113,VRC.Z,0000102993,VARCO INTERNATIONAL-OLD
011114,VCRE,0000103000,VARI-CARE INC
011115,VAR,0000203527,VARIAN MEDICAL SYSTEMS INC
011116,1630B,0000103068,VARISYSTEMS CORP
011117,VRLN,0000103071,VARLEN CORP
011118,VRO.2,0000103080,VARO INC
011119,VJAC,,VAUGHAN-JACKLIN CORP
011121,VCTA,0000730665,VECTOR AUTOMATION INC-NEW
011122,VECT.1,,VECTOR ENERGY CORP-OLD
011123,4490B,0000355190,VECTOR GRAPHIC INC
011124,VECO,0000103145,VEECO INSTRUMENTS INC
011125,VR.1,0000103148,VEEDER INDUSTRIES INC
011126,3VEGAE,0000719181,VEGA BIOTECHNOLOGIES INC
011127,VEGA.,,VEGA PRECISION LABS INC
011128,VELCF,0000802100,VELCRO INDUSTRIES NV
011129,VBND.1,0000103168,VELOBIND INC
011130,VEN.1,0000103193,VENDO CO
011131,VII.1,0000103204,VENICE INDUSTRIES INC
011132,VTRX,0000203530,VENTREX LABORATORIES INC
011133,VTRN.1,0000103216,VENTRON CORP
011134,VRB.1,0000278203,VERBATIM CORP
011135,RATL,0000722056,RATIONAL SOFTWARE CORP
011136,VRXL,0000716861,VEREX LABORATORIES INC
011137,7621B,0000103274,VERIT INDUSTRIES
011138,VAC.A,0000871205,VERMONT AMERICAN  -CL A
011138,5865B,0000871205,VERMONT AMERICAN  -CL A
011139,VRE.2,0000319922,VERMONT RESEARCH INC
011140,3009B,0000103298,VERMONT YANKEE NUCLEAR POWER
011141,4257B,0000320435,VERNA CORP
011142,AXYS,0000206030,AXSYS TECHNOLOGIES INC
011143,1113B,0000103311,VERNON CO
011144,3GRARE1,0000705783,VERNON VALLEY REC ASSOC INC
011145,VRSA.,0000320357,VERSA TECHNOLOGIES INC
011146,VMF.,,VERSATILE MFG LTD
011147,QFABQ,0000103341,QUAKER FABRIC CORP
011148,VSY.,0000103351,VESELY CO
011150,VESP,0000108140,VESPER CORP
011151,THEG,,GROUP INC (THE)
011152,VET.1,0000103364,VETCO INC
011153,3VBLEE,,VIABLE RESOURCES INC
011153,STCA.1,,VIABLE RESOURCES INC
011154,MNHN,0001387632,MANHATTAN BANCORP
011155,CAN.1,0000103392,CONTINENTAL CAN/DE
011156,VO.2,,VIAU LTD
011157,1636B,,VIBRATION MOUNTINGS & CTLS
011158,VCI.1,,VICKERS CANADA INC
011159,3VICM.,,ASIAN-AMERICAN INTL
011160,VFOX,0000718396,VICON FIBER OPTICS CORP
011161,VCON,0000310056,VICON INDUSTRIES INC
011162,VRES,0000703799,VICORP RESTAURANTS INC
011162,0949B,0000703799,VICORP RESTAURANTS INC
011163,VCR.2,0000103435,VICTOR COMPTOMETER CORP
011164,VICRQ,0000715261,VICTOR TECHNOLOGIES INC
011165,4620B,0000103475,VICTORIA STATION
011166,4704A,,VICTORY MARKETS INC
011167,VCNA,,VIDEO CONNECTION OF AMERICA
011168,VICA.1,0000056885,VIDEO CORP OF AMERICA
011169,VIDE,0000758743,VIDEO DISPLAY CORP
011170,LATX.,0000754881,LATEX RESOURCES INC
011171,4491B,0000700711,VIDEO STATION INC
011172,CUSI,0000737602,CUISINE SOLUTIONS INC
011173,TTI1,0000723922,VIEW-MASTER IDEAL GROUP INC
011174,ACHI.,0000315411,AMER COUNTRY HOLDINGS INC
011175,VIKG.,0000353537,VIKING FREIGHT INC
011176,VIND,0000217460,VIKING INDUSTRIES INC
011177,VTGO.,,VIDEO-TO-GO INC
011178,VLGEA,0000103595,VILLAGE SUPER MARKET  -CL A
011178,5394B,0000103595,VILLAGE SUPER MARKET  -CL A
011178,5636B,0000103595,VILLAGE SUPER MARKET  -CL A
011179,VILL,0000103596,VILLAGER INDUSTRIES INC
011180,VNDL,0000103620,VINDALE CORP
011181,VIN.1,0000103634,VINTAGE ENTERPRISES INC
011182,VLAB.1,0000703607,VIPONT PHARMACEUTICAL INC
011183,VRAI.,0000353482,VIRAGEN INC
011183,VRAIU,0000353482,VIRAGEN INC
011184,VRA.,0000351237,VIRATEK INC
011185,VIRC,0000751365,VIRCO MFG. CORP
011186,VCHM,0000103671,VIRGINIA CHEMICALS INC
011187,1712B,0000103681,VIRGINIA DATA CENTER INC
011188,D1,0000103682,VIRGINIA ELECTRIC & POWER CO
011188,VEL.PE,0000103682,VIRGINIA ELECTRIC & POWER CO
011189,EST1,0000103694,VIRGINIA INTERNATIONAL CO
011190,VARES,,VIRGINIA REAL ESTATE INVT TR
011191,VSH,0000103730,VISHAY INTERTECHNOLOGY INC
011191,5409B,0000103730,VISHAY INTERTECHNOLOGY INC
011191,VSHBL,0000103730,VISHAY INTERTECHNOLOGY INC
011192,2609B,,VISION CABLE COMMUN  -CL A
011193,5831B,0000353407,VISION COMMUNICATIONS
011194,VISIE,0000737301,VISIONTECH INC
011195,VIST.,,VISTA INTL CORP
011196,FQE,0000088190,FUQUA ENTERPRISES INC
011197,VISA.,0000725311,VISTA ORGANIZATION LTD
011198,VISC,0000103755,VISUAL INDUSTRIES INC
011199,VGC.B,0000103758,VGC CORP  -CL B
011199,VGC.A,0000103758,VGC CORP  -CL B
011200,VSCI.,0000103761,VISUAL SCIENCES INC
011201,VPIIC,0000721684,VITA PLUS INDUSTRIES INC
011202,5035B,0000354770,VISUAL TECHNOLOGY INC
011203,VHCL,0000719159,VHC LTD
011204,6707B,,VITALMETRICS INC
011205,VITR.,0000103777,VITRAMON INC
011206,VTC.2,0000712036,VITRONICS CORP
011207,VWOO,,VIVIANE WOODWARD CORP
011208,VIV.1,0000722580,VIVIGEN INC
011209,3VOGTQ,0000103803,VOGART CRAFTS CORP
011210,VOGU,0000103822,VOGUE INSTRUMENT CORP
011211,VOICC,0000731819,VOICEMAIL INTL INC
011212,VOIT,0000083082,VOIT CORP
011213,VOLT,0000103872,VOLT INFO SCIENCES INC
011214,2645B,,VOLU-SOL MEDICAL INDUSTRIES
011215,VLM,,VOLUME MERCHANDISE
011216,VOLM,0000103879,VOLUME SHOE CORP
011217,VOLVF.1,0000753762,VOLVO AB
011217,VOLVF,0000753762,VOLVO AB
011217,VOLAF,0000753762,VOLVO AB
011217,VOLVY,0000753762,VOLVO AB
011217,VLVLY,0000753762,VOLVO AB
011218,ELOT,0000725282,ELOT INC
011219,3VOTP,0000103916,VOPLEX CORP
011220,VNO,0000899689,VORNADO REALTY TRUST
011220,VNORP,0000899689,VORNADO REALTY TRUST
011220,VNO.PE,0000899689,VORNADO REALTY TRUST
011220,VNO.PF,0000899689,VORNADO REALTY TRUST
011220,VNO.PG,0000899689,VORNADO REALTY TRUST
011220,VNO.PH,0000899689,VORNADO REALTY TRUST
011220,VNO.PI,0000899689,VORNADO REALTY TRUST
011220,VORN11.,0000899689,VORNADO REALTY TRUST
011220,VNO.PJ,0000899689,VORNADO REALTY TRUST
011220,VNO.PK,0000899689,VORNADO REALTY TRUST
011220,VNO.PL,0000899689,VORNADO REALTY TRUST
011220,VNO.WI,0000899689,VORNADO REALTY TRUST
011220,VNO.PM,0000899689,VORNADO REALTY TRUST
011220,VNO.PN,0000899689,VORNADO REALTY TRUST
011220,VNO.PO,0000899689,VORNADO REALTY TRUST
011221,VRTX.,0000356550,VORTEC CORP
011222,3LTVCQ1,,VOUGHT CORP
011223,VUBTC,0000715375,VUEBOTICS CORP
011224,LVTNY,,LOUIS VUITTON CORP SA  -ADR
011225,VULC,0000848446,VULCAN INTL CORP
011226,VX.,0000103966,VULCAN INC
011227,VIPLF,0000769587,VULCAN PACKAGING INC
011227,VIP.2,0000769587,VULCAN PACKAGING INC
011228,VMC,0001396009,VULCAN MATERIALS CO
011229,VY,0000702001,VYQUEST INC
011230,WJSCQ,,W&J SLOANE CORP
011231,2443B,,W.A.I. CORP
011232,WCL.,,WCI OF CANADA LTD
011233,5709B,0000105131,ADAMS INTL METALS CORP
011234,WDFC,0000105132,WD-40 CO
011235,BHLD.1,0000106569,WHDH CORP
011236,WIC,0000314890,WICOR INC
011237,1704B,0000107965,WJDX INC
011238,NLWP,0000756972,PCC GROUP INC
011239,WMTGS,0000106191,WMI EQUITY INVESTORS
011240,3WNSIC,0000769413,WNS INC  -OLD
011241,WAF.1,0000868192,WTC INC
011242,WAF.2,,WTC INTERNATIONAL N.V.
011243,WUI,0000108629,WUI INC
011244,WAB.,0000103999,WABASH INC
011245,3WABR,0000104005,WABASH RAILROAD CO
011246,WC.2,,WABASSO INC
011247,WB.1,0000774203,WACHOVIA CORP-OLD
011248,WRI.1,,WACHOVIA REALTY INVESTMENTS
011249,WAK,0000104030,WACKENHUT CORP  -SER A
011249,7645B,0000104030,WACKENHUT CORP  -SER A
011249,WAK.B,0000104030,WACKENHUT CORP  -SER A
011250,1632B,,WRI LIQUIDATING CO INC
011251,FBG,,UBS FISHER ENH BIG CAP GRWTH
011252,WED.1,,WADELL EQUIPMENT CO INC
011253,WADS,0000104067,WADSWORTH PUBLISHING CO INC
011254,WE.2,,WAGNER ELECTRIC CORP
011255,1136B,,WAGNER (E.R.)MANUFACTURING
011256,WAGS,0000731467,WAGS STORES INC
011257,FTO,0000110430,FRONTIER OIL CORP
011258,WJX.A,,WAJAX CORP
011258,WJX.B,,WAJAX CORP
011258,WJXFF,,WAJAX CORP
011258,WJX.,,WAJAX CORP
011259,WMT,0000104169,WALMART INC
011260,WBR.1,0000311975,WALBAR INC
011261,WALB,0000104174,WALBRO CORP
011262,WNC.2,,WALCO NATIONAL CORP
011263,WALDA,0000104184,WALDBAUM INC  -CL A
011264,WBA,0001618921,WALGREENS BOOTS ALLIANCE INC
011265,WLKBQ,0000104218,WALKER (B.B.) CO
011266,HWR.,,WALKER (HIRAM) RESOURCES LTD
030894,,,FORUM MERGER CORPORATION UNI
011266,HWR.1,,WALKER (HIRAM) RESOURCES LTD
011267,WLKF,0000104224,WALKER FINANCIAL CORP
011268,WLKS.,0000104260,WALKER SCOTT CORP
011269,3WTEL.,0000276341,WALKER TELECOMMUNICATIONS CP
011270,WTWQE,0000769465,WALL TO WALL SOUND & VIDEO
011271,WCS.,0000104348,WALLACE COMPUTER SVCS INC
011272,1469B,0000104365,WALLACE LEISURE PRODUCTS INC
011273,WMC.2,,WALLACE-MURRAY CORP
011274,JWC.,,WALTER (JIM) CORP
011275,WALT,,WALTER READE ORGANIZATN INC
011276,WIC.,,WALTHAM INDUSTRIES CORP
011277,WW.1,0000104507,WALWORTH CO
011278,QWAN.B,0000104519,WANG LABS INC
011278,QWAN.C,0000104519,WANG LABS INC
011278,WANG,0000104519,WANG LABS INC
011279,WNGC.,0000104525,WANGCO INC
011280,WD.1,,WARD FOODS INC
011281,XBTCQ,0001393631,XHIBIT CORP
011282,WS.2,0000104635,WARNER & SWASEY CO
011283,WBS.1,,WARNER BROS SEVEN ARTS LTD
011284,WCI.1,0000104650,WARNER COMMUNICATIONS INC
011285,WAR.2,0000104647,WARNER CO
011286,COVR,0000737300,COVER-ALL TECHNOLOGIES INC
011287,WARN,,WARNER ELEC BRAKE & CLUTCH
011288,WLA,0000104669,WARNER-LAMBERT CO
011289,3WTEC,0000735571,WARRANTECH CORP
011290,WSHW,,WARSHOW (H) & SONS INC
011291,ALTV,0000104777,ALTEVA INC
011292,WASH.,0000104791,WASHBURN WIRE CO
011294,8218B,0000314625,WASHINGTON CORP  -CL A
011294,8216B,0000314625,WASHINGTON CORP  -CL A
011294,8217B,0000314625,WASHINGTON CORP  -CL A
011294,4605B,0000314625,WASHINGTON CORP  -CL A
011295,WEG.2,0000225998,WASHINGTON ENERGY CO
011296,WGL,0001103601,WGL HOLDINGS INC
011297,WHI.,0000104834,WASHINGTON HOMES INC
011298,WNT,0000104867,WASHINGTON NATIONAL CORP
011299,WEG1,0000104880,WASHINGTON NATURAL GAS
011300,GHC,0000104889,GRAHAM HOLDINGS CO
011300,4938B,0000104889,GRAHAM HOLDINGS CO
011301,ELME,0000104894,ELME COMMUNITIES
011302,WSCI,0000104897,WSI INDUSTRIES INC
011303,WSS,0000104906,WASHINGTON STEEL CORP
011304,AVA,0000104918,AVISTA CORP
011305,WSKO,0000104923,WASKO GOLD PRODUCTS CORP
011306,WMX,0000104938,WASTE MANAGEMENT INC-OLD
011306,WMX.,0000104938,WASTE MANAGEMENT INC-OLD
011307,2765B,,WATER TREATMENT CORP
011308,4373B,0000320434,WATERMAN MARINE CORP
011309,WATR.1,0000355387,WATERS ASSOCIATES INC
011310,ZRBA,0000104987,ZAREBA SYSTEMS INC
011311,2812B,0000276898,WATERFRONT LIQUIDATION INC
011312,WJ,,WATKINS-JOHNSON
011313,WSO.B,0000105016,WATSCO INC
011313,WSO,0000105016,WATSCO INC
011314,WKU,,WAUKESHA MOTORS
011315,WPP.2,0000105076,WAUSAU PAPER CORP
011316,WAVR,0000105085,WAVERLY INC
011317,WVTK,,WAVETEK CORP-OLD
011318,WXMN,0000105096,WAXMAN INDUSTRIES
011318,WXMNB,0000105096,WAXMAN INDUSTRIES
011319,SIAYQ.1,0000105107,SIGNAL APPAREL CO
011319,5395B,0000105107,SIGNAL APPAREL CO
011319,SIAYQ,0000105107,SIGNAL APPAREL CO
011320,WAYN.,,WAYNE MFG CO
011321,3WEAN,,WEAN INC/PA
011322,4492B,,WEATHERFORD (R V) CO
011323,WII.,0000029302,WEATHERFORD ENTERRA INC
011324,WHD.,0000105161,WEATHERHEAD CO
037839,8508B,0001936804,SUNCAR TECHNOLOGY GROUP INC
011325,WEBPQ,0000105183,WEB PRESS CORP
011326,WBK.,,WEBB & KNAPP CANADA LTD
011327,WBBC,0000105186,WEBB CO
011328,WBB.1,0000105189,WEBB (DEL E) CORP
011329,WEBR.1,0000105198,WEBB RESOURCES INC
011330,2428B,,WEBB'S CITY INC
011331,2543B,,WEBB'S STORES LTD
011332,ENOT,0000058636,ENOTE.COM INC
011333,WEDC.,0000104060,WEDCO TECHNOLOGY INC
011334,4658B,0000722825,WEDTECH CORP
011335,WEHR,0000105310,WEHR CORP
011336,WGHT,0000105318,WEIGH-TRONIX INC
011337,WGHT.,,WEIGHT WATCHERS INTL OLD
011338,WC.1,0000105336,WEIMAN CO INC
011339,WEIN.,,WEINGARTEN (J) INC
011340,WRI,0000828916,WEINGARTEN REALTY INVST
011340,WRI.PD,0000828916,WEINGARTEN REALTY INVST
011340,WRI.PE,0000828916,WEINGARTEN REALTY INVST
011340,WRI.PF,0000828916,WEINGARTEN REALTY INVST
011341,2486B,0000913584,WEINGARTEN PROPERTIES INC
011342,1459B,0000105391,WEINSCHEL ENGINEERING CO INC
011343,WMK,0000105418,WEIS MARKETS INC
011344,3WDGF,0000315621,WEDGESTONE FINANCIAL
011345,WEIS,0000105436,WEISFIELDS INC
011346,1629B,,WEJ-IT CORP
011347,WBLT,0001682467,WELBILT CORP
011348,4659B,0000105511,WELDED TUBE OF AMERICA
011349,WDTR,0000105519,WELDOTRON CORP
011350,WLW.,,WELDWOOD OF CANADA LTD
011350,5144B,,WELDWOOD OF CANADA LTD
011351,WLC.1,0000105532,WELLCO ENTERPRISES
011352,3WLGN,0000105567,WELLINGTON HALL LTD
011353,WLGO,,WELLINGTN INDUSTRIES INC-OLD
011354,4071B,0000105555,WELLINGTON INDUSTRIES INC
011355,WMGTA,0000902219,WELLINGTON MGMT  -CL A
011356,1664B,,WELLINGTON TECHNICAL INDS
011357,1618B,0000105587,WELLMAN INDUSTRIES INC
011358,2903B,0000011354,WELLS BENRUS CORP
011359,WFC.Z,0000105598,WELLS FARGO & CO -OLD
011360,WFM.,0000226013,WELLS FARGO MTG & EQUITY TR
011361,AGNUQ,0000105608,AG&E HOLDINGS INC
011362,WMAN.,0000105614,WELLS MANAGEMENT CORP
011363,7170B,0000351514,WELLS AMERICAN CORP
011364,WRG.1,,WELLS RICH GREENE
011366,WEN.2,0000105668,WENDY'S INTERNATIONAL INC
011367,3WNTX,0000350090,WENTEX INTERNATIONAL INC
011368,WEN.1,,WENTWORTH MFG CO
011369,6259B,0000752388,AMERICAN ATLAS RESOURCES CP
011370,WERN.,0000105707,WERNER CONTINENTAL INC
011371,WSC.2,0000105729,WESCO FINANCIAL CORP
011372,GBR,0000105744,NEW CONCEPT ENERGY INC
011373,SSF,0000312835,SOURCE SCIENTIFIC INC
011374,1913B,0001070783,WEST BAY FINANCIAL CORP
011375,WEPC,0000105768,WEST CHEMICAL PRODUCTS INC
011376,WST,0000105770,WEST PHARMACEUTICAL SVSC INC
011377,2701B,,WEST JERSEY & SEASHORE RR CO
011378,AYE3,0000105839,WEST PENN POWER CO
011379,WPM.1,0000105846,WEST POINT-PEPPERELL
011380,AEP14,0000105860,AEP TEXAS NORTH CO
011381,2310B,0000105868,WEST VIRGINIA ACCEPTANCE CO
011382,2625B,,WESTATES-ITALO CO
011383,WPT.2,0000105900,WESTATES PETROLEUM CO
011383,WPT.1,0000105900,WESTATES PETROLEUM CO
011384,3USHE,0000703701,USHEALTH GROUP INC
011385,WBI.1,,WESTBURNE INTL INDS LTD
011385,WBI.3,,WESTBURNE INTL INDS LTD
011386,WBF,0000105911,WESTBURY FASHIONS INC
011387,2022B,0000105915,WESTCALIND CORP
011388,WPRDF,0000105934,WESTCOAST PETROLEUM LTD
011388,WPL.1,0000105934,WESTCOAST PETROLEUM LTD
011389,WE.4,0000105936,WESTCOAST ENERGY INC
011389,W.,0000105936,WESTCOAST ENERGY INC
011389,W.PR.H,0000105936,WESTCOAST ENERGY INC
011389,W.PR.J,0000105936,WESTCOAST ENERGY INC
011389,W.PR.K,0000105936,WESTCOAST ENERGY INC
011389,W.PR.M,0000105936,WESTCOAST ENERGY INC
011390,WRL.1,,WESTEEL-ROSCO LTD
011391,WAL.1,0000105956,WESTERN AIR LINES INC
011392,BNL2,,WESTERN AUTO SUPPLY CO-OLD
011393,WESB,,WESTERN BEEF INC  -OLD
011394,WBEL,0000351263,WESTERN BELL COMMUNICATIONS
011395,WBC.1,,WESTERN BROADCASTING LTD-CLA
011396,WSN.,0000106015,WESTERN CO OF NO AMER
011397,WDC.1,,WESTERN DECALTA PETROLEUM
011397,WDC.2,,WESTERN DECALTA PETROLEUM
011398,WEDE,,WESTERN DEVELOPMENT CORP-CO
011399,WDC,0000106040,WESTERN DIGITAL CORP
011400,4570B,0000732937,WESTERN ENERGY DEVELOPMENT
011401,WGER,0000106092,WESTERN GEAR CORP
011402,2599B,,WESTERN GOLD MINING INC
011403,WIR.,0000106135,WESTERN PROPERTIES TRUST
011404,WMAR.,,WESTERN MARINE ELECTRS CO
011405,WMRY,0000106168,WESTERN MARYLAND RAILWAY CO
011406,NU3,0000106170,WESTERN MASSACHUSETTS EL CO
011407,SVTG,0000715842,SAVOIR TECHNOLOGY GROUP INC
011408,WMIC,0000106176,WESTERN MICROWAVE INC
011409,CHJI,0000029952,CHINA CHANGJIANG MINING & NE
011410,WNU,0000106212,WESTERN NUCLEAR INC
011411,WSOS,0000106222,WESTERN OIL SHALE CORP
011412,WOR.1,0000106226,WESTERN ORBIS CO
011413,DHR1,0000106230,WESTERN PACIFIC INDUSTRIES
011414,UNP1,,WESTERN PACIFIC RR-CA
011415,UNP2,,WESTERN PACIFIC RR-DEL
011416,6550B,0000106239,PENNSYLVANIA-AMERICAN WTR CO
011417,4493B,0000106241,WESTERN PETROLEUM CORP
011418,1069B,0000106250,WESTERN PLASTICS CORP
011419,WP.1,,WESTERN PUBLISHING INC
011420,WRP.2,,WESTERN REALTY PROJECTS LTD
011421,AT3,0000106291,WESTERN RESERVE TELEPHONE CO
011422,WSL,0000818091,WESTERN SAVINGS & LOAN ASSOC
011423,WSTD,0000106318,WESTERN STANDARD CORP
011424,3FOOD.,0000067494,PIERRE FOODS INC
011424,0602B,0000067494,PIERRE FOODS INC
011425,WSL.,,WESTERN SUPPLIES LTD
011427,NVAL.,0000106374,NEW VALLEY CORP
011428,3NVLY1,0000226018,WESTERN UNION TELEGRAPH CO
011429,WW.,0000718244,WESTERN WASTE INDUSTRIES
011430,3WWTV,0000718212,WESTERNWORLD SAMUEL COMM INC
011431,WF.Z,,WESTFAIR FOODS LTD-CL A
011432,WGTE,,WESTGATE-CALIF CORP-CL A
011433,WK.1,,WESTINGHOUSE AIRBRAKE CO
011434,WXC.,,WESTINGHOUSE CANADA INC
011435,WX1,0000106412,WESTINGHOUSE CREDIT CORP
011436,CBS.2,0000106413,CBS CORP -OLD
011437,2461B,0000106423,WESTLAND DEVELOPMENT
011437,4895B,0000106423,WESTLAND DEVELOPMENT
011438,WTSO,0000106446,WESTMINSTER CORP
011439,UNI.1,0000110397,WESTMOR CORP
011440,WLBAQ,0000106455,WESTMORELAND COAL CO
011440,WLBPZ,0000106455,WESTMORELAND COAL CO
011441,WMI.2,,WESTMN RESOURCES LTD
011441,WMI.IR,,WESTMN RESOURCES LTD
011442,WTOND,,WESTON (ROY F.) INC
011443,WNGRF,,WESTON (GEORGE) LTD
011443,WN.,,WESTON (GEORGE) LTD
011443,WGEGF,,WESTON (GEORGE) LTD
011443,WN.PR.A,,WESTON (GEORGE) LTD
011443,WNGPF,,WESTON (GEORGE) LTD
011443,WN.PR.C,,WESTON (GEORGE) LTD
011443,WN.PR.D,,WESTON (GEORGE) LTD
011443,WGRGF,,WESTON (GEORGE) LTD
011443,WN.PR.E,,WESTON (GEORGE) LTD
011444,WSPTS,,WESTPORT CO
011445,1090B,0000106484,WESTRAN CORP
011446,MWV,0001159297,MEADWESTVACO CORP
011447,WWFS,,WESTWIND FINANCIAL SVCS INC
011448,TWDG,0000083530,WESTWOOD GROUP INC
011448,7020B,0000083530,WESTWOOD GROUP INC
011449,3WTXME,0000106508,WESTWOOD INC
011450,WWON,,WESTWOOD ONE INC  -OLD
011450,4915B,,WESTWOOD ONE INC  -OLD
011451,5200B,0000735481,WESTWORLD COMMTY HEALTHCARE
011452,WSTW,0000074278,WESTWORLD RESOURCES INC
011453,WETT,0000106521,WETTERAU INC
011454,WST.2,,WESTRANS INDS
011455,WEYS,0000106532,WEYCO GROUP INC
011455,5880B,0000106532,WEYCO GROUP INC
011456,WY,0000106535,WEYERHAEUSER CO
011456,WY.PA,0000106535,WEYERHAEUSER CO
011457,WHAM.,,WHAM-O MANUFACTURING CO
011458,WHL,0000106583,WHEELABRATOR CORP
011459,WFI.1,,WHEELABRATOR-FRYE
011460,WHCO,,WHEELED COACH INDS INC
011461,WLE.,,WHEELING & LAKE ERIE RY CO
011462,WHXCQ,0000106618,HANDY & HARMAN LTD
011462,HNH,0000106618,HANDY & HARMAN LTD
011463,WHENQ,0001031754,WHEREHOUSE ENTERTAINMENT INC
011464,2829B,,WHIPPANY PAPERBOARD
011464,4778B,,WHIPPANY PAPERBOARD
011465,WHR,0000106640,WHIRLPOOL CORP
011466,WSW,0000106690,WHITE CONSOLIDATED INDS INC
011467,WCS.1,0000106695,WHITE CROSS STORES INC
011468,1622B,,WHITE EAGLE INTERNATIONAL
011469,AEP7,0000106617,WHEELING POWER CO
011470,WPY.,,WHITE PASS & YUKON LTD
011471,1635B,,WHITE SHIELD EXPLORATION CP
011472,2585B,,WHITE SHIELD INDONESIA OIL
011473,1245B,,WHITE VILLA GROCERS
011473,5510B,,WHITE VILLA GROCERS
011474,WCEM,,WHITEHALL CEMENT MFG CO
011475,WHT.1,0000106827,WHITEHALL CORP
011476,WIH.1,,WHITEHORSE COPPER MINES LTD
011477,WTG,0000106880,WHITING CORP
011478,WPCO,0000727097,WHITING PETROLEUM CORP-OLD
011479,WHTL,0000106889,WHITLOCK CORP
011480,WIX.1,0000352183,WHITMAN EDUCATION GROUP INC
011481,WFID,,WHITNEY-FIDALGO SEAFOODS INC
011482,WTNY,0000106926,WHITNEY HOLDING CORP
011483,WKR,0000106945,WHITTAKER CORP
011484,WCAT.1,0000351134,WICAT SYSTEMS INC
011485,WRO.1,,WICHITA INDUSTRIES
011486,7561A,0000106998,COLLINS & AIKMAN GROUP INC
011487,PLNIQ,0000318262,WICKLUND HOLDING CO
011488,WIDQE,0000719704,WIDCOM INC
011489,HGH.1,,WIDENER PLACE FUND INC
011490,1166B,,WIDMANN (L.F.) INC
011491,WIE,0000107022,WIEBOLDT STORES INC
011492,WCON.,,WIEN AIR ALASKA
011493,8239B,0000319320,WIENER ENTERPRISES INC
011494,WSVS,,WILAND SERVICES INC
011495,WLR.,,WILANOUR RESOURCES LTD
011496,1628B,0000107111,WILDCAT MOUNTAIN CORP
011497,WLDR10,0000351485,WILDERNESS EXPERIENCE INC
011498,2978B,,WILDLIFE VACCINES INC
011499,WLY,0000107140,WILEY (JOHN) & SONS  -CL A
011499,WLYB,0000107140,WILEY (JOHN) & SONS  -CL A
011500,WAE.,0000745905,WILFRED AMER EDUCATIONAL CP
011501,WR.1,,WILL ROSS INC
011502,WLL.1,0000107189,WILLAMETTE INDUSTRIES
011503,RXL.1,0000107203,REXEL INC
011503,5332B,0000107203,REXEL INC
011504,3028A,0000107227,WILLIAMHOUSE REGENCY INC
011505,WMS.,0000107231,WILLIAMS & CO INC
011506,WMB,0000107263,WILLIAMS COS INC
011507,WWWM,0000107362,WILLIAMS (W.W.) CO
011508,WMSI,0000107294,WILLIAMS INDUSTRIES INC
011509,WMS.1,0000350077,WMS INDUSTRIES INC
011510,4572B,,WILLIAMS (T.E.) PHARM INC
011511,WSM,0000719955,WILLIAMS-SONOMA INC
011512,1427B,0000107409,WILLNER INDUSTRIES
011513,WL,0000872821,WILMINGTON TRUST CORP
011514,WLSE,0000107454,WILSHIRE ENTERPRISES INC
011515,WIL.1,,WILSON & CO-DEL
011516,WLBR,0000107469,WILSON BROTHERS USA INC
011517,WCF,0000107472,WILSON CERTIFIED FOODS INC
011518,WILN.1,,WILSON (H.J.) CO
011519,WILF,0000107460,WILSON FOODS CORP
011520,3036B,0000107482,WILSON FREIGHT CO
011521,WSR.1,,WILSON-SINCLAIR CO
011522,WSG.1,0000107545,WILSON SPORTING GOODS CO
011523,ESNI,0000107559,E-SYNC NETWORKS INC
011524,WLTN,0000730565,WILTON ENTERPRISES INC
011525,TDFTQ,,WIMPY'S USA INC
011526,1647B,0000107576,WINCHESTER CORP
011527,RCSH,0000313968,RCS HOLDINGS INC
011528,4606B,0000715130,WINCOM CORP
011528,,0000715130,WINCOM CORP
011529,WRP.1,,WINCORP REALTY INVESTMENTS
011530,4495B,0000351816,WIND BARON CORP
011531,APN.1,0000217084,APPLICA INC
011532,4374B,0000706860,WINDSOR HOLDING CORP
011533,WING.1,0000733466,WINGS WEST AIRLINES INC
011534,WNK,0000107665,WINKELMAN STORES INC
011535,WNDXQ,0000107681,WINN-DIXIE STORES INC
011535,WINN.1,0000107681,WINN-DIXIE STORES INC
011535,4593B,0000107681,WINN-DIXIE STORES INC
011536,WETSQ,0000015236,WINN ENTERPRISES
